"","gene","cluster_id","logFC","AveExpr","t","p_val","p_adj.loc","p_adj.glb","B","contrast"
"CB Granule Glut.1485","Jtb","CB Granule Glut",0.154922363732928,4.45086226243099,0.730359549464919,0.50118335154074,0.978069826336838,0.988691017535907,-6.24064232191213,"Fentanyl-Saline"
"CB Granule Glut.1486","Tbl1xr1","CB Granule Glut",-0.0697575208407377,7.45112786770599,-0.571687446068353,0.594735144660758,0.979232773879624,0.988691017535907,-6.35326837396754,"Fentanyl-Saline"
"CB Granule Glut.1487","LOC499643","CB Granule Glut",-0.0766912009284537,5.29731376644716,-0.421870494682759,0.692393771511746,0.989398423668574,0.993965260355923,-6.437493160265,"Fentanyl-Saline"
"CB Granule Glut.1488","Setdb1","CB Granule Glut",0.128480493965347,5.95153309284759,0.982151719524596,0.375554356526221,0.954162893402527,0.981260037997247,-6.0200077535409,"Fentanyl-Saline"
"CB Granule Glut.1489","Fnip2","CB Granule Glut",-0.0107792374206204,8.00123066493343,-0.0741361116794182,0.944064540060771,0.997217279785901,0.997637689587809,-6.538557956663,"Fentanyl-Saline"
"CB Granule Glut.1490","Ankub1","CB Granule Glut",-0.172277672283375,2.5947183636131,-0.552869164122159,0.606530178373184,0.979232773879624,0.988691017535907,-6.36508040299301,"Fentanyl-Saline"
"CB Granule Glut.1491","Gfm2","CB Granule Glut",-0.0157938521297218,4.96114507524848,-0.0937947928584538,0.929279550152828,0.997217279785901,0.997637689587809,-6.53658693826115,"Fentanyl-Saline"
"CB Granule Glut.1492","Ssx2ip","CB Granule Glut",0.0951617780499081,5.05857313393191,0.739387357354052,0.496189109880089,0.977589196885144,0.988691017535907,-6.2335704817026,"Fentanyl-Saline"
"CB Granule Glut.1493","Dhx36","CB Granule Glut",-0.0458175530122595,7.96267366833446,-0.346161782153284,0.744720392922694,0.989398423668574,0.993965260355923,-6.47113584647939,"Fentanyl-Saline"
"CB Granule Glut.1494","Nlgn1","CB Granule Glut",-0.70458943195877,9.27581262778049,-2.72276965753811,0.0462496969911251,0.781771563228669,0.930370242850555,-3.95227173668667,"Fentanyl-Saline"
"CB Granule Glut.1495","Cd180","CB Granule Glut",-2.50567023605575,1.04370566727636,-21.4706323962523,9.93267185400746e-06,0.0353211931497515,0.0987518184145929,3.15798415043993,"Fentanyl-Saline"
"CB Granule Glut.1496","Ppp3ca","CB Granule Glut",0.0415557621627514,10.5008611799394,0.259737472394142,0.806458441880486,0.997217279785901,0.99698489167618,-6.50180282859432,"Fentanyl-Saline"
"CB Granule Glut.1497","Usp53","CB Granule Glut",-0.0593498751056822,4.80401249159506,-0.31803451468299,0.764598166993904,0.990882792972795,0.995254168802233,-6.48203622807232,"Fentanyl-Saline"
"CB Granule Glut.1498","Myo10","CB Granule Glut",-0.626474306630124,4.42706595319667,-2.06308197113711,0.0999264757077403,0.838525883296095,0.933125073106143,-4.76264252938672,"Fentanyl-Saline"
"CB Granule Glut.1499","RGD1563667","CB Granule Glut",0.289760363961722,4.06427530333156,2.03353662148508,0.103569949948737,0.844767080351294,0.934476075636425,-4.79951211847134,"Fentanyl-Saline"
"CB Granule Glut.1500","Dclk1","CB Granule Glut",-0.246431316287857,6.88875964865281,-1.5512673288785,0.187534547082046,0.890327233052411,0.958486945342003,-5.39354524606139,"Fentanyl-Saline"
"CB Granule Glut.1501","Them4","CB Granule Glut",0.0765231343313606,3.25481803684553,0.20072400612602,0.849615663870725,0.997217279785901,0.99698489167618,-6.51785771560312,"Fentanyl-Saline"
"CB Granule Glut.1502","Hexb","CB Granule Glut",-0.313529789466065,5.33638503708229,-2.44224111598188,0.0636985730327882,0.801783038559853,0.930370242850555,-4.2922834099309,"Fentanyl-Saline"
"CB Granule Glut.1503","Ankrd13c","CB Granule Glut",-0.0207238396787455,6.94608320679803,-0.173837249874333,0.86949507369585,0.997217279785901,0.997523862754066,-6.52383258406605,"Fentanyl-Saline"
"CB Granule Glut.1504","Psma5","CB Granule Glut",-0.00457585028953478,5.55942078222124,-0.0301436814267934,0.977235468354014,0.997217279785901,0.998538159086709,-6.54129933809714,"Fentanyl-Saline"
"CB Granule Glut.1505","Oxct1","CB Granule Glut",-0.133254762148779,7.40589112761694,-1.11451886307785,0.32069837267851,0.929803672810252,0.972333037201191,-5.88719776841688,"Fentanyl-Saline"
"CB Granule Glut.1506","Pik3ca","CB Granule Glut",-0.0478258780931311,7.93894574975849,-0.371335792859989,0.727123327338349,0.989398423668574,0.993965260355923,-6.46063951386181,"Fentanyl-Saline"
"CB Granule Glut.1507","Hspa4l","CB Granule Glut",0.0467607898932032,6.30787246895974,0.374132814844053,0.72517993675241,0.989398423668574,0.993965260355923,-6.45943050037538,"Fentanyl-Saline"
"CB Granule Glut.1508","Sort1","CB Granule Glut",-0.909691365060973,5.2534398274221,-3.1688123212989,0.0285225198931276,0.735526586814378,0.922912580290005,-3.43399554292346,"Fentanyl-Saline"
"CB Granule Glut.1509","Basp1","CB Granule Glut",-0.992392600827647,4.74972675281997,-5.69885331418854,0.0031934405623698,0.387215196424216,0.747146632778057,-1.11271791714512,"Fentanyl-Saline"
"CB Granule Glut.1510","Tacr3","CB Granule Glut",5.39396308325572,1.31901065247668,2.07959848168046,0.0979497685386296,0.8350360020162,0.933125073106143,-4.74203263216309,"Fentanyl-Saline"
"CB Granule Glut.1511","Mast4","CB Granule Glut",-0.806297422386537,5.23288016081799,-5.26007163544931,0.00440740820118699,0.446364065065041,0.822515860818487,-1.44473656655198,"Fentanyl-Saline"
"CB Granule Glut.1512","Ndufc1","CB Granule Glut",0.016054649185846,5.99263383374465,0.0735704455658718,0.944490391127772,0.997217279785901,0.997637689587809,-6.53860786016537,"Fentanyl-Saline"
"CB Granule Glut.1513","Glrb","CB Granule Glut",0.0197753771286644,6.64234816507573,0.160181958610833,0.879635773073184,0.997217279785901,0.997523862754066,-6.52654309147437,"Fentanyl-Saline"
"CB Granule Glut.1514","Syt6","CB Granule Glut",0.556202842689012,2.31413273619765,1.16921540003175,0.300169328313823,0.924385876635812,0.970418334308103,-5.82954609565933,"Fentanyl-Saline"
"CB Granule Glut.1515","Drosha","CB Granule Glut",-0.0461495244511143,6.43333140832051,-0.325990515778552,0.758953263661566,0.990374540469191,0.995149904295943,-6.47904214902103,"Fentanyl-Saline"
"CB Granule Glut.1516","Gfm1","CB Granule Glut",-0.189225306795446,5.39438025499456,-1.38988186619799,0.229020912060596,0.906783645248495,0.960855084579487,-5.58367519533704,"Fentanyl-Saline"
"CB Granule Glut.1517","Naa15","CB Granule Glut",-0.00918024460734923,7.6109704114775,-0.0777984087258286,0.941307982943368,0.997217279785901,0.997637689587809,-6.53822564175033,"Fentanyl-Saline"
"CB Granule Glut.1518","Cct5","CB Granule Glut",-0.0198845573757609,6.01679694754483,-0.155260079945913,0.883297586890325,0.997217279785901,0.997577148181987,-6.52746635598847,"Fentanyl-Saline"
"CB Granule Glut.1519","Mynn","CB Granule Glut",0.0216617910091257,5.32277140282098,0.116319611067931,0.912380178784444,0.997217279785901,0.997637689587809,-6.53376381144303,"Fentanyl-Saline"
"CB Granule Glut.1520","Atpsckmt","CB Granule Glut",0.259727132901899,3.7174253342205,0.646892319034755,0.549052859654591,0.979232773879624,0.988691017535907,-6.3027165119071,"Fentanyl-Saline"
"CB Granule Glut.1521","Smn1","CB Granule Glut",-0.211152940362446,4.57216511039351,-1.43315336694129,0.217090504119741,0.902802641625199,0.960855084579487,-5.53340180953027,"Fentanyl-Saline"
"CB Granule Glut.1522","Mier3","CB Granule Glut",0.272929902111076,4.81648916382859,1.78897224466509,0.139728484480253,0.864215197943556,0.942937482233865,-5.10367426945388,"Fentanyl-Saline"
"CB Granule Glut.1523","Fdps","CB Granule Glut",-0.0579990388513023,6.24673727148819,-0.457344235028129,0.668523326270573,0.985828040622656,0.991835720288719,-6.41962223213909,"Fentanyl-Saline"
